B087WMGMP7,Cuentos Originales,{'all'},Alexa Originals,Activación gratis,"41,195",4.6 de 5,"“Alexa, abre cuentos infantiles”,“Alexa, abre cuentos originales”,“Alexa, abre cuentos clásicos”","Esta skill cuenta con diferentes colecciones de cuentos animados, desde clásicos, hasta cuentos orginales, donde toda la familia podrá pasar horas de entretenimiento. Lo único que debes hacer es decir: ""Alexa, abre cuentos originales"" para ver el menú de cuentos.",cuentos infantiles,,,pañol (MX),,,Curiosidades y Humor
B0946JGH1G,La Tricolor Stockton,{'all'},Vipology,Activación gratis,0,,"“Alexa, pon la tricolor stockton”,“Alexa, empieza la tricolor stockton”,“Alexa, reproducir la tricolor stockton”","La Tricolor Con Puros Trancazos

[English]

Listen to La Tricolor Stockton on your Amazon device(s)!

Once you've enabled the skill, saying ""Alexa, open La Tricolor Stockton"" gets you right in.

** The skill has some content in English and Spanish. **

[Español]

¡Escuche La Tricolor Stockton en todos sus dispositivos Amazon Alexa!

Una vez que actives la skill puedes decir ""Alexa, pon La Tricolor Stockton"" y escuchar tu estación favorita.

** La skill tiene algo de contenido en inglés y español **",la tricolor stockton,http://www.vipology.com/privacy-policy/,,"pañol (MX), español (US), inglés (US)",,País y código postal del dispositivo,Música y Audio
B082358K7J,Super Sorteados,{'all'},Aati,Activación gratis,31,3.5 de 5,"“Alexa, abre super sorteados”",Sorteo de números aleatorios,super sorteados,,,pañol (MX),,,Juegos y Curiosidades
B09V1NL171,tareas semanales,{'all'},J MEDINA H.'.,Activación gratis,0,,"“Alexa, abre tareas semanales”","Usa esta skill para hacer seguimiento de las tareas asignadas a cada miembro de tu hogar. Puedes pedirle a Alexa que lea la lista de tareas que tienes asignadas para cada día, y puedes registrar tus tareas a medida que las terminas.
Esta skill se creó usando un Skill Blueprint.  Tus solicitudes para esta skill no se comparten con el desarrollador de la skill.",tareas semanales,,,pañol (MX),,,Niños
B09JWZ33ZX,Tholz Casa Inteligente,{'all'},Tholz,Activación gratis,0,,"“Alexa, enciende luces piscina”","¿Cansado de ir hasta la casa de máquinas para encender su piscina? ¡Entonces active esta skill! ¡Es solo pedir para Alexa para encender las luces de la piscina, el filtro, el hidromasaje, la cascada y el calentamiento, y listo! ¡Su piscina está pronta para uso! 

Para esto, será necesario conectar a Alexa a sus productos Tholz Casa Inteligente, siguiendo los pasos a seguir: 
1 - Baje la aplicación “Tholz Casa Inteligente” en su tienda de aplicaciones; 
2 - Registre su cuenta a través de una dirección de e-mail; 
3 – Precisa haber adquirido un dispositivo Tholz Casa Inteligente; 
4 - Configure sus dispositivos en el aplicativo Tholz Casa Inteligente siguiendo las orientaciones de la aplicación; 
5 - Nombre las automatizaciones disponibles con nombres que serán mencionados para utilizar el comando por voz (Ejemplo: “Alexa, enciende el hidromasaje piscina”); 
6 - Baje la aplicación de Amazon ""Alexa"" en su tienda de aplicaciones; 
7 - Configure su dispositivo Alexa en el aplicativo; 
8 - Busque por la skill “Tholz Casa Inteligente” en la pestaña de Skills del aplicativo Alexa; 
9 - Clique en Habilitar Skill de Tholz Casa Inteligente y serás direccionado a la pantalla de login; 
10 - Digite sus datos de cuenta y contraseña utilizados anteriormente para crear su cuenta en el aplicativo Tholz Casa Inteligente; 
11 - ¡Pronto! ¡Está todo preparado para que controles tu Piscina a través de Alexa! 

Experimente utilizar comandos como: 
“Alexa, enciende luces piscina” 
“Alexa, apaga filtro piscina” 
“Alexa, cambia luces piscina para azul” 
“Alexa, cambia luces piscina para 75%” 
“Alexa, ¿cuál es la temperatura de la calefacción piscina?” 
“Alexa, calefacción piscina a 29°” 
“Alexa, apaga calefacción piscina” 
“Alexa, enciende calefacción piscina” 
“Alexa, cambia calefacción piscina para automático”",,https://tholz-public-bucket.s3.amazonaws.com/Skill+Politica+de+Privacidad.html,,"pañol (ES), español (MX), español (US), portugués (BR)",,,Smart Home
B092DRFSYC,Frases de series,{'all'},Emmanuel VU,Activación gratis,7,3.9 de 5,"“Alexa, abre frases de series”,“Alexa, inicia frases de series”","Empieza tu día con una lista inspiracional de citas. Cuando uses la skill, puedes decir ""Alexa, siguiente"" para pasar a la siguiente cita. En cualquier momento, puedes decir ""Alexa, para"" para salir de la skill.
Esta skill se creó usando un Skill Blueprint.  Tus solicitudes para esta skill no se comparten con el desarrollador de la skill.",frases de series,,,pañol (MX),,,Juegos y Curiosidades
B08SMR3SNR,arma al azar para Warzone,{'all'},Alan Reyes/DimmerChief#/Dimmer,Activación gratis,2,2.4 de 5,"“Alexa, abre arma azar warzone”,“Alexa, inicia arma azar warzone”","POR FAVOR LEAN TODA LA DESCRIPCIÓN 

Cuando ya no sepas que armas usar en Warzone, Alexa te ayudara a elegir armas totalmente al azar de cold war y modern warfare.

-------PUNTO IMPORTANTE------- Alexa solo escoge las armas, tu tendrás que modificarlas a tu preferencia.

-------PUNTO IMPORTANTE------- Cuando escojas la categoría ya sea de cold war o modern warfare se quitara y tendras que volver a hablarle a Alexa.


PRIMER EJEMPLO:
Tu: Alexa... armas azar warzone.
Alexa: ¿armas de cold war o armas de modern warfare?.
Tu: armas de cold war.
Alexa: dará tu arma al azar de cold war.

SEGUNDO EJEMPLO:
Tu: Alexa... armas azar warzone.
Alexa: ¿armas de cold war o armas de modern warfare?.
Tu: armas de modern warfare.
Alexa: dará tu arma al azar de modern warfare.


Si quieres dos armas de cold war, tienes que repetir dos veces lo del primer ejemplo.

Si quieres dos armas de modern warfare, tienes que repetir dos veces lo del segundo ejemplo.

Si quieres un arma y un arma (cold war y modern warfare), tienes que hacer el primer ejemplo una vez y el segundo ejemplo una vez.


Están absolutamente todas las armas incorporadas de Warzone, por si te aburriste del arma que siempre usas o el nuevo ""meta"". Aquí podrás tener gran variedad de armas.",arma azar warzone,,,pañol (MX),,,Juegos y Curiosidades
B08HDKMTD1,Mis cumplidos,{'all'},Clifford,Activación gratis,2,5 de 5,"“Alexa, abre mis cumplidos”","Pídele a Alexa que le haga cumplidos a tu gente favorita (¡o incluso a ti!) y ella escogerá de una lista de cumplidos.
Esta skill se creó usando un Skill Blueprint. Tus solicitudes para esta skill no se comparten con el desarrollador de la skill.",mis cumplidos,,,pañol (MX),,,Niños
B089YQ47FY,Cloudedge,{'all'},杭州睿盯科技有限公司,Activación gratis,2,2 de 5,"“Alexa, muéstrame la cámara”,“Alexa, oculta la cámara”","La skill Cloudedge solo puede funcionar con ciertas cámaras Wi-Fi con alimentación de CA, no todas las cámaras que usan la APLICACIÓN Cloudedge pueden usar la skill Cloudedge; consulte a los vendedores si su producto es compatible con Alexa antes de usar esta skill.

Para comenzar, siga los pasos a continuación:
1. Instale la aplicación Cloudedge desde App Store y Google Play, conecte la cámara a la aplicación Cloudedge, manténgala en línea y funcionando.
2. Busque Cloudedge Skill en la aplicación Alexa, haga clic en ""activar skill"" para vincular su cámara con la cuenta de Alexa, luego busque su cámara.
3. Prueba comandos de voz como ""Alexa, muestra la sala de estar"" para obtener videos en vivo y comprobar que todo está bien en tu dulce hogar.",,https://apis-eu-frankfurt.arenti.net/privacy/sp/sp.html,http://apis.meari.com.cn/img/8/Alexa_en.html,"emán (DE), español (ES), español (MX), español (US), francés (CA), francés (FR), inglés (AU), inglés (CA), inglés (GB), inglés (IN), inglés (US), italiano (IT), japonés (JP), portugués (BR)",,,Smart Home
B07YNZFGWP,Top Diez,{'all'},ITESO,Activación gratis,31,3.9 de 5,"“Alexa, abre Top Diez”,“Alexa, lanza Top Diez”,“Alexa, inicia Top Diez”",Esta skill muestra el top diez de las mejores canciones de todos los tiempos según la revista Rolling Stone.,top diez,,,"pañol (ES), español (MX)",,,Juegos y Curiosidades
B08C6TW9YB,Hogar inteligente HDL,{'all'},广东河东智能科技有限公司,Activación gratis,0,,"“Alexa, pon la luz al 60 por ciento.”,“Alexa, enciende mis luces.”,“Alexa, apaga mis luces.”","Por favor ve  a HDL cloud para crear una cuenta y para programar los dispositivos a controlar. Como: luces, persianas, escenas. Abre la app de Alexa, busca HDL en skills, selecciona HDL hogar inteligente, activa la cuenta de HDL y da clic en em botón de autorización. Despues de eso da clic en buscar dispositivos para controlar los dispositivos inteligentes de HDL",,https://hdlcontrol.com/oauth/privacy_policy.ashx,,pañol (MX),,,Smart Home
B0813PM2XL,AupaFutbol,{'all'},ekaitzhara,Activación gratis,0,,"“Alexa, abre aupa futbol”,“Cuantos años tiene el athletic”,“Dime el jugador con el dorsal 20”","La informacion que te da es el nombre del jugador sabiendo el dorsal, o cuantos años tiene el club, desde que se fundo.",aupa futbol,,,"pañol (ES), español (MX)",,,Deportes
B08CHJ89PD,Mejor Amigo Conexión,{'all'},Mejor Amigo Conexión,Activación gratis,1,5 de 5,"“Alexa, abre amigo conexión”","Escucha las capsulas y series de Mejor Amigo Conexión con sus presentadores habituales e invitados especiales, con temas de interés espiritual y familiar  todo ello con sustento bíblico y enseñanza cristocentrica. Puedes pausar y reproducir diciendo ""Alexa, pausa"" y ""Alexa, reanuda."" Solo di ""Alexa, para"" cuando hayas terminado. Puedes decir ""Alexa, reproduce aleatoriamente"" para cambiar al azar el orden de reproducción, o ""Alexa, anterior"" y ""Alexa, siguiente"". Tus solicitudes para esta skill no se comparten con el desarrollador de la skill.",amigo conexión,,,pañol (MX),,,Social
B09PPY3ZNJ,Cuántos días,{'all'},Luis,Activación gratis,0,,"“Alexa, abre cuántos días”","Abre la skill y Alexa te dirá automáticamente cuántos días faltan para todos tus eventos próximos. Alexa también puede recordarte la fecha exacta de eventos específicos.
Esta skill se creó usando un Skill Blueprint. Tus solicitudes para esta skill no se comparten con el desarrollador de la skill.",cuántos días,,,pañol (MX),,,Servicios
B09LFM9GFN,Batalla Naval,{'all'},pollito2800,Activación gratis,11,3.1 de 5,"“Alexa, abre Batalla Naval”,“Alexa, inicia Batalla Naval”","skill de juego de batalla naval, donde puedes jugar con Alexa a un juego de estrategia militar, que ayuda como ejercicio mental, además de entretener al usuario o usuarios de manera entretenida y educativa, esta en versión español (mexicano), y es un juego familiar.",batalla naval,,,pañol (MX),,,Juegos y Curiosidades
B0816VZNXS,Nombres para gatos,{'all'},Aragüez App,Activación gratis,12,3.9 de 5,"“Alexa, abre nombres para gatos”",Te propone nombres para tu gato,nombres para gatos,,,"pañol (ES), español (MX), español (US)",,,Estilo de Vida
B07QK2N28C,Frases Series,{'all'},Karlo Mendoza,Activación gratis,1,5 de 5,"“Alexa, abre frases series y dime una frase”,“dime una frase de los simpsons”,“dime una frase al azar”",Obten frases de todos los personajes de multiples series.,frases series,,,"pañol (ES), español (MX)",,,Juegos y Curiosidades
B0818D3QXX,Frases para ligar,{'all'},alejandrodf,Activación gratis,8,4.4 de 5,"“Alexa abre frases para ligar”,“Alexa, inicia frases para ligar”","Esta skill te contará las mejores frases para ligar, para que puedas aplicarlas para conocer a gente nueva.",frases para ligar,,,"pañol (ES), español (MX), español (US)",,,Social
B0BNJK1WPZ,Sonidos de aviones,{'all'},Axantic,Activación gratis,0,,"“Alexa, abre Sonidos de aviones”","Esta skill te permite escuchar un ruido blanco que puede ayudarte a mantenerte enfocado, relajarte y cubrir ruidos molestos.",sonidos de aviones ,https://axantic.s3.us-west-1.amazonaws.com/Privacy+Policy+Axantic+SPAGNOLO.pdf,https://axantic.s3.us-west-1.amazonaws.com/Privacy+Policy+Axantic+SPAGNOLO.pdf,"pañol (ES), español (MX), español (US)",,,
B081VXYWL4,Dado trucado computacional,{'all'},VicAPP,Activación gratis,1,1 de 5,"“Alexa, inicia trucado dado teclado”","Tira un dado, vas a perder siempre",trucado dado teclado,,,"pañol (MX), español (US)",,,Juegos y Curiosidades
B0BJQMZK77,Prostagym,{'all'},Simed Software S.L.,Activación gratis,0,,"“Alexa, recomienda un ejercicio de próstata”,“Alexa, abre recomienda un ejercicio de próstata y ok ejercicios”,“Alexa, abre recomienda un ejercicio de próstata y ok vida”","ProstaGym es una skill de apoyo digital para que los pacientes con cáncer de próstata puedan complementar su plan de tratamiento con información sobre su enfermedad y fomentar su calidad de vida con consejos y hábitos para un estilo de vida saludable, y ejercicios para el manejo de los síntomas derivados del tratamiento. 
La información ofrecida se proporciona únicamente con fines informativos y educativos.
Esta skill ha sido patrocinada por Bayer.",recomienda un ejercicio de próstata,,,"pañol (ES), español (MX), español (US)",,,Salud y Bienestar
B08PTRBJ63,Lifesy,{'all'},"WorthCloud Technology Co ., Ltd.",Activación gratis,0,,"“Alexa, enciende el enchufe”,“Alexa, apaga el enchufe”","Aquí hay una guía paso a paso:
(1). Descargue nuestra aplicación ""Lifesy"" en Google Play o iOS App Store;
(2). Inicie la aplicación y registre una nueva cuenta (o inicie sesión si ya está registrado);
(3). Encienda los dispositivos Lifesy y conéctelos con la aplicación ""Lifesy"";
(4). IMPORTANTE: Puede cambiar el nombre de los dispositivos con la aplicación Lifesy. Entonces, si cambia el nombre de un enchufe inteligente a “Enchufe de sala de estar”, Echo obtendrá el mismo nombre después de descubrir los dispositivos en el Paso 9;
(5). Descargue la aplicación Amazon ""Alexa"" de Amazon Market, Google Play o iOS App Store y conecte Echo con la aplicación ""Alexa"";
(6). Busque ""Lifesy"" en el directorio de Alexa Skills;
(7). Haga clic en Habilitar skill de ""Lifesy"", luego ingrese el nombre de usuario, contraseña y región de su cuenta en la página de enlace;
(8). Habla con Echo """" Alexa, descubre dispositivos "". Espera hasta que Echo diga"" Descubrir se completó "";
(9). Ahora toda la configuración está lista. Intente hablar con Echo para controlar sus dispositivos.

Estos son los comandos de voz que Lifesy tiene:

Enchufe:

Alexa, enciende el enchufe
Alexa, apaga el enchufe",,https://speaker.worthcloud.cn/privacy_policy,,"emán (DE), español (ES), español (MX), español (US), francés (CA), francés (FR), hindi (IN), inglés (AU), inglés (CA), inglés (GB), inglés (IN), inglés (US), italiano (IT), japonés (JP), portugués (BR)",,,Smart Home
B0B1NRF8JN,Home V,{'all'},PUWELL CLOUD TECH LIMITED,Activación gratis,0,,"“Alexa, muéstrame la cámara de la habitación.”,“Alexa, enciende la luz.”,“Alexa, pon la luz en rojo.”","Al trabajar con Amazon Alexa, puede controlar fácilmente los dispositivos domésticos inteligentes de la serie Puwell, como cámaras, luces, interruptores y enchufes, hablando con Alex Echo, Echo Dot, Amazon Tap y Echo show.
1.Descargue la aplicación Amazon Alexa, inicie sesión y agregue su altavoz eco.
2. Toque menú-Skills, busque ""nube de Puwell"" en la tienda de skills. Cuando lo encuentre, toque el botón ""Activar"" en la página de detalles de la skill.
3.Después de activar la skill con éxito, vincule su cuenta de Puwell y descubra sus dispositivos siguiendo las indicaciones. Nombra tu dispositivo como ""cámara de la sala"", ""luz de la cocina"", ""mi dispositivo"", etc.
4. Controle sus dispositivos hablando a Echo Speaker con algunos comandos de voz simples.
Aquí hay algunas muestras:
""Alexa, enciende la luz de la cocina"".
""Alexa, apaga la luz de la cocina"".
""Alexa, establece la luz de la cocina al 50 por ciento"".
""Alexa, atenúa la luz de la cocina en un 10 por ciento"".
""Alexa, pon la luz de la cocina en rojo"".
""Alexa, pon la luz de la cocina a la luz del día"".
""Alexa, haz que la cocina se enfríe más"".
""Alexa, haz la cocina más cálida"".

""Alexa, mostrar la cámara de la habitación"".
""Alexa, oculta la cámara de la habitación"".

Nota: Si cambia el nombre de su dispositivo en la aplicación Puwell, debe volver a descubrir el dispositivo, de lo contrario no podrá controlarlo a menos que lo vuelva a descubrir.",,https://appint.ipc365.com/Index/showFile?filetype=pravicy&appid=201,,"emán (DE), español (ES), español (MX), español (US), francés (CA), francés (FR), inglés (AU), inglés (CA), inglés (GB), inglés (IN), inglés (US)",,,Smart Home
